Stock Code,Investment2019
300335,
600048,
603398,60450.82869
300432,24092.78249
2150,23076.75639
988,
2507,330965.7762
300110,
2811,
2426,
601996,32680.86536
300021,62946.60959
601113,29796.36689
2633,7148.276077
2283,41465.83171
2728,
603179,3476.831506
300456,
300451,
603421,
603538,
300553,
2095,
300587,18129.48856
2902,
603496,
300724,
603711,19567.31498
600499,39595.54871
2090,
603917,10093.71017
300717,9085.469674
300796,11094.0054
300462,54376.11911
603900,
300795,
2266,
300322,
603022,19678.5432
300406,
603976,
603798,10465.0143
2942,16153.40944
2716,6938.479489
2227,
300615,
300094,35985.69614
300265,
2962,
300689,
600926,
600594,
300693,
2683,197676.5042
300636,
2878,
600510,
2355,53907.479
601777,19187.87123
2491,
2065,
2609,
603158,53452.22765
603139,
603658,
603266,4224.708093
603717,
603825,
300783,
2206,21252.96346
600535,
300743,
300428,11209.11186
300385,24133.68399
300435,
300414,
300710,
2253,
858,7731663.251
2927,
2471,
300602,
300487,43545.26701
300478,25341.22037
2172,38345.14639
2795,35671.1082
603998,
300582,
300788,
603686,1798894.032
603878,18707.13007
300438,
2767,
603988,
603039,
603515,
300566,
603636,
300452,
2453,
2357,
969,144439.7441
600316,65172.83732
300554,16431.55977
600390,
2629,9911.637198
603429,15479.14053
2470,61544.65676
2302,51189.15465
688122,9675.050991
300318,45989.40242
2366,6676.317451
2692,
2388,
300229,
300287,
300311,
300330,
300549,29972.58952
603083,
603920,
603079,13265.0045
300707,34067.93746
603596,10281.84098
2957,2911.068333
2212,
603613,
603535,
2578,20701.07421
603602,
2524,
2868,
300425,16024.4999
603348,24985.63067
603955,
2838,10235.49311
2273,
300319,
603278,9146.48632
603328,
603967,
300497,
603605,35788.99993
2386,14631.93858
2725,12070.3742
2261,
2748,16313.92752
2871,1947.219368
603309,78737.53283
300555,
603313,30747.13574
603456,
603569,
603103,
2891,22584.89528
2611,
601369,
2435,
600037,
2464,
300499,
603566,
688139,29462.90189
2885,
600570,
600521,
600031,771854.2413
2590,7983.113537
300279,
300013,
300656,
2208,
603258,
603860,
300562,46430.31664
2883,
603755,2466.431686
2240,25392.40219
2130,
300476,
300648,
2007,
603811,
300448,
2676,10446.08138
300753,27506.44308
600565,
603901,53623.83312
300538,
300652,1790.547072
2289,
997,
300429,42161.4024
603737,220103.3653
2278,22224.0838
300691,
601166,
2845,
2646,23463.10628
603589,408200.94
603365,4825.193512
300243,28813.98455
688116,20159.75873
2547,48856.79399
2686,15887.92979
300092,24266.19415
2664,36615.70645
2473,
2527,
2610,
300247,
2370,
2644,
300482,
2504,
2492,
2052,
2281,
2463,
2587,
300219,
300296,
600130,
300297,
300299,
300315,
2561,
603037,4505.804803
603607,19125.95194
2899,10015.39216
2247,
300729,4795.160295
2258,44082.3912
2938,
300417,
603517,146559.7877
603599,52389.91773
600993,
603738,
300612,
300498,1017727.489
2619,
300608,
688015,24086.26412
600355,
603927,
2179,
300093,9280.597274
300252,
603506,
300176,30231.65159
300762,
603867,8192.32533
2815,
603768,16884.1612
300532,
2024,
603908,10591.46907
2245,
600555,
603377,
603883,
300393,
603040,8143.071326
300405,3400.206932
2028,
2740,13101.77802
2200,5102.527869
603203,21063.2716
300006,
300264,
603659,
2830,
300781,
300624,
300278,19440.78614
603466,
601958,41465.88043
2790,17510.60709
2820,14683.58059
603700,
300540,12578.78058
2041,25682.09188
601857,6104884.95
2078,486763.4029
300721,851.4038104
603161,16604.17603
603839,16094.20635
2478,38818.21732
300334,143660.8246
300755,
600295,29293.84359
300111,
725,
300344,
300511,7189.930438
2314,
601898,194424.0623
2569,15877.96687
2152,78767.61534
603369,373497.0462
2775,
2321,17162.19407
2359,
300325,27344.04907
2361,27160.95161
2666,26269.28268
2553,5654.634331
2630,12120.01404
300090,6777.733928
2690,90408.95733
2606,
300342,
300009,
2579,
300053,
300310,
603108,
2923,
300723,
2220,5145.921151
2875,5227.293168
600491,
300175,17747.17843
2592,7388.794032
600410,
603979,54652.23524
603980,41872.76783
300345,30673.91239
603828,
300282,
2861,
688066,
300409,52110.60344
2271,403522.0436
2960,
603200,
688218,-1310.164458
300112,
300681,
2768,59715.12648
603077,29871.60637
2510,20200.06454
688007,
300249,
603922,44754.23341
603033,40886.16893
603226,8597.570287
300489,30383.14527
2892,
300559,
300558,
2943,4574.141135
603086,20026.85489
2829,
603699,100502.1062
603897,
300807,
603116,34252.20178
603337,7690.498213
300022,
300449,
601229,
2191,153844.8352
726,30287.18312
2616,
2446,
603416,
300016,
603889,16479.31657
2372,177827.7489
300267,
2291,58680.28476
2641,42471.07978
300218,14357.15428
300221,25983.97963
601011,118986.3959
2615,24912.4449
2529,14231.33985
2430,48248.43637
2490,21309.11653
2363,110302.3177
2594,239659.3114
2837,16311.06532
2617,
300014,
601222,
2688,
2413,
300127,
2148,
300010,
300300,
300061,
300262,
2879,
300644,6829.672738
603868,
2758,
2900,
2634,29572.54081
300494,
603232,
300366,
300445,
300398,43996.51229
300738,
601021,
300790,
300029,20940.87683
300356,
603359,
603330,6730.582193
2454,94742.69702
300238,85663.68901
2005,
603588,
600289,
688101,82603.2551
2711,
603895,4326.391872
603611,38775.76256
300057,54314.38324
603109,15611.47955
603630,5293.913819
300639,
300376,
2873,
300389,
603657,1940.652714
300535,4077.319618
2660,
300522,8281.287146
300718,3546.32256
300232,
300196,24560.42773
2254,29657.67514
601311,
300233,
603303,
603068,
2788,
300207,
2947,
300607,40000.65967
300484,
300468,
2697,
300809,8447.847594
300368,854.7159674
2241,
688128,
2403,10966.11174
2284,6586.605056
153,
601199,
2316,
2445,
603626,6299.342361
601628,
2123,
2306,
300430,
603778,
601678,87599.12321
2576,
300032,
601616,
2581,
2586,
300594,3219.866176
603383,
2841,
603355,
2706,
2876,
300395,110466.3045
2168,
603808,8246.325395
603005,
300442,20983.23868
300736,
300767,17771.787
603558,29714.11849
603629,9593.13366
300403,
300625,
2916,
300097,15511.96908
2432,38766.89177
2328,22764.27966
2935,
300658,6464.377395
603160,
603332,9086.091242
603396,-716.0365699
603939,
2523,30724.19621
300373,
2801,
603260,74980.22901
300034,82323.75785
603898,37071.43754
300577,15608.71765
300375,20810.00226
603968,33912.93296
2277,
603192,8309.701007
300036,
300235,
300023,
300231,
603516,
300025,
2285,
603136,
603076,43040.01001
601211,
300180,99495.41897
2299,111299.3513
2269,43077.74527
300005,34377.90299
300320,31214.69195
2639,12265.75905
2275,
2349,
300096,
2377,
2860,
603301,41347.15655
300703,15151.23259
603662,
603709,1433.2752
2965,9352.633718
2346,
2583,
300567,
2867,
603214,
2418,53370.24624
300116,
869,74350.8385
2301,135921.5521
2575,28008.06368
2326,101227.7588
2455,20621.15247
2591,30713.09935
601208,17736.17628
300337,12309.73935
601677,33315.74802
2552,72127.55228
2526,84321.42372
300273,57663.90129
601717,160775.6524
300314,50692.3085
2662,23110.1022
2622,
300283,
300203,
601567,
2653,
2693,
2140,
2628,
601886,
300240,
2106,
300301,
300308,
300323,
300331,
688002,
2417,
2517,
300020,
300245,
300312,
300348,
603000,
2589,
300184,
601010,
601688,
2344,
300269,
603518,35453.91859
603486,
300357,
300508,
2329,45786.07899
2516,25281.18872
300488,8416.659425
2509,43354.03622
2699,
603933,
603267,
300418,
300354,
2244,
601200,
2742,17398.46372
688033,5597.286245
300677,40099.18527
300339,
603926,14495.90221
2920,12171.67164
688321,
300546,
2870,
2932,
603020,37166.96016
338,1624075.932
300387,37123.57192
300108,
603188,22461.53011
300089,9124.414342
2484,
2421,
2658,
603983,36910.32794
2286,53730.90782
2300,
300570,
2928,
2897,
2460,326250.8538
603989,
300353,
300378,
488,43628.18246
300121,20510.26612
603727,16351.35686
300752,
300512,15676.83045
300100,6426.378545
300500,
300668,
2905,
2661,38159.94
2605,34423.7588
300329,12391.65735
2671,17659.97416
601012,237874.518
300201,94424.47212
2562,
2713,
300120,
300256,
600498,
300302,
603685,
688030,
601788,
300224,127130.8104
2194,
603677,
300067,29780.34298
300450,16005.65785
2750,
300740,11710.87213
601799,100151.7443
603877,30608.51323
300064,22004.21613
2739,
603586,15489.34643
603665,4593.264824
300394,
300436,
300502,
300799,
2597,46214.33795
603366,
2745,
2153,
603096,
300757,5421.511333
2791,11586.4915
300377,
2216,67659.90506
300056,22164.62775
688078,
2701,65539.58331
603259,
300568,54397.99826
300440,
2700,
2756,75569.99634
2448,28360.86882
2869,
603239,40893.54192
603168,
300200,20385.27901
300148,
300259,
300178,
603656,6049.978699
300523,
2348,19907.88573
2404,37411.12403
601566,30410.62547
2494,13349.58574
2631,37318.34133
300214,21764.26656
300261,21169.37754
2333,26344.84036
2443,22209.09085
2438,31614.16112
2488,116610.464
300210,201.1998585
300304,6725.219846
2684,
2338,
300137,
300213,
2425,
2649,
2657,
300044,
300379,
600629,
300501,
300802,
300547,11398.50426
601163,63297.936
300758,17678.85101
2608,
300687,
688268,12457.95962
300518,
603387,
300575,13065.54043
300739,
2717,
300673,5502.62252
300407,
2364,
2607,
2872,
300202,60314.57644
300696,10623.90712
603809,49568.96673
300173,44227.40255
300702,
603757,2795.737434
300288,
2933,88974.2723
2809,12211.22885
2459,
2324,31506.45484
2347,22100.04556
601890,52336.90782
601218,36187.52984
2925,
300516,
603995,17509.4684
300543,
2789,
2242,
300095,55419.18761
2369,
2376,
603619,27427.2165
300564,
2280,
300192,52952.86476
300426,
603197,15492.34052
300004,21502.20241
2292,128878.566
2792,
300433,
2687,36051.43421
300321,27032.1796
2341,42477.65432
2476,53461.56187
2632,45976.04306
300019,48786.10796
300132,15312.61828
2318,38984.97715
2514,36603.49374
601100,852578.5155
601126,
2635,
2602,
300226,
300277,
300333,
600271,
600479,
2940,
2707,
603228,
2396,
601519,
601336,
603038,
603986,
300496,
2776,
300742,2857.90322
300220,
300380,
2812,450610.9747
603801,23532.40192
2818,
300181,
300244,
603567,
1979,
603556,
2963,
688198,50543.00059
603890,
300001,
2374,
2308,
300595,67719.43628
2696,10156.86486
688089,13244.54741
603218,25956.89983
300069,
2929,
2360,7820.011954
601877,
601933,
300189,30071.31167
2458,75504.31564
2548,13413.08398
300174,17245.66401
2342,13133.97588
2595,69145.12091
2350,
2508,
2638,
300088,
300017,
2505,
600605,
2621,
300397,
2714,779244.4142
603059,
603078,9918.496663
300062,
300581,
2236,
688001,7184.300625
603590,
300617,
300765,13034.9625
600817,
300810,
603816,100201.2346
603233,
300179,33198.84309
688310,3719.751863
300293,1589.465641
600380,
2313,
688008,
603208,13868.27921
2183,
2531,
300507,8880.522227
603730,2641.657
603639,27762.65735
300228,8659.23461
688288,
2069,16661.51844
300268,1432.888012
2395,88214.66426
2643,24973.52213
601216,278438.5691
2457,15213.3265
300185,24206.5576
2667,2078.109641
300030,12738.50411
300246,10742.76126
300258,18675.65733
2535,142901.3167
300281,12537.71026
2651,11183.09253
2339,
300208,
300294,
2499,
2296,
300114,
300303,
2439,
2642,
300250,
300352,
600639,
300071,
300336,
300363,
2880,
300750,
300172,
2712,
688010,
300170,
2303,67121.6903
2719,33153.0922
603810,15612.28792
2549,
603001,21237.9057
300276,51845.29238
688003,6177.457392
2249,
2405,
300237,
300211,
300012,
688022,3485.536768
2580,
2411,
2479,
2640,
603297,
2452,
300217,
2237,90466.08955
2554,13486.44042
2568,119437.08
2762,5477.56706
2538,22784.47449
300285,391734.1728
2534,60047.5177
300161,7661.755449
2073,78037.86842
2358,
2675,
300163,
300117,
2384,
2414,
2512,
2467,
300038,
300275,
300266,
300786,5349.087734
2251,
300392,
300561,
2832,69305.42414
688021,7389.642089
300811,
603368,
603507,
2401,
688258,
300193,16628.71543
2485,53138.03914
2406,49821.70708
603729,
688005,
300763,
603393,
603225,7819.357032
688028,8277.464139
601869,
2968,
603585,51015.60306
603776,
603786,21730.33787
688118,
603716,
2749,27858.49363
603985,7155.438152
688037,681999.7944
2336,
2567,81522.79872
601233,60449.27941
601137,66052.03195
300260,8535.772504
2645,41096.29622
300007,
2325,
2387,
2279,
2331,
300324,
300338,
2367,30035.72394
2293,30234.42731
603806,384670.8614
688300,5918.8588
300787,
300778,
2335,
688006,-454.893951
300253,
300439,
603587,12570.51096
300623,
603888,
2656,21650.35003
2290,
300008,
603180,17740.73708
300381,
300463,
2311,614198.7391
300225,48318.47764
600608,7709.905823
2472,15186.15579
300255,
600642,
2449,
2373,
2544,
300085,
300168,
600648,
600663,
600665,
2398,
300149,
300015,
2718,
300343,
300091,22700.67471
688388,
300785,
300590,
2769,
600662,
300027,
2312,75706.74101
2783,12238.85453
300473,104509.7891
2571,19099.84023
2560,
2475,
300063,
300419,
2408,139780.1328
300123,31832.0467
688088,
300049,89266.03085
2447,
300037,69425.76094
2702,8711.331984
2444,137140.8415
2122,37988.8158
2483,25558.36047
300003,472991.0273
300298,47393.31183
2368,
2502,
688012,8255.665321
300326,265209.7278
300103,
2884,27467.16521
603583,
300761,21420.95155
603458,
300408,
688068,
2564,
300396,15918.08029
603338,471074.4301
601101,73549.11269
2433,
2859,
300661,
603978,18410.81601
603017,
2695,88540.19232
300138,42563.49008
2650,19452.41754
2327,15468.26784
2522,16183.35836
2409,66621.26101
300109,13398.09224
2428,11725.632
2466,286790.2905
2434,29599.15314
2543,
300286,
2663,
2323,
2620,
2389,
2429,
2456,
2558,
300047,
300052,
300248,
601601,
600649,
300454,
300199,
2912,
300771,74.35166667
300359,
2913,
300801,10173.61224
300212,
2497,13492.01595
300274,
2821,
300054,50354.08002
300384,
300045,38913.98322
300271,
2665,
300198,52431.81105
2337,47171.12443
300129,
2365,
300351,
300349,
300309,
600999,
2343,
2853,10917.6326
2952,
603358,31350.66261
2565,70224.41902
2440,84694.46169
2918,49184.65246
600519,10254931.74
300141,
300136,
300495,
2375,
300443,14183.67437
2340,146306.3686
2495,13918.68067
2381,28827.822
300169,23107.87431
300072,119124.2732
2550,
2574,
300101,
2352,
300690,10275.50637
300018,
603187,33277.5979
603018,
300222,
603379,19486.93526
2518,
603680,3441.573352
300065,
600647,
2532,43141.05746
300683,
300150,
300084,7620.138605
2379,14457.14827
300263,20027.00248
688333,5481.484156
2371,926500.5017
300316,397401.9533
300040,
300068,
2390,
2345,
300386,
688123,
300773,
603773,
2351,
603508,14925.03626
2320,
300467,
2533,
2546,
601318,
300058,
2539,20820.54673
2469,
300147,
2515,47664.60842
600636,36501.62679
300126,14583.95493
300151,12210.32965
300051,
300295,
603185,12866.80122
300048,
2959,
300209,
603666,23731.31391
2603,
300470,17986.14657
600614,18122.17473
2385,126164.8141
2626,107765.7114
2612,49383.82404
2588,7991.72332
300160,28031.4343
2501,46660.90119
601700,69180.4139
2520,40927.0455
300307,83312.78952
2382,19418.93758
600635,
2402,
300128,
300270,
2555,
600606,
300382,83932.79744
688036,
300782,
603351,
300370,
300789,
300087,7508.691825
2412,
2637,68703.60701
2202,235352.3559
2536,11214.95888
2498,
300035,
300073,
2506,
300083,
300098,
300131,
300143,
300642,
300770,
300041,45138.22849
300135,39933.79891
2436,
2356,
2737,
2956,5639.41404
600588,
2831,116802.5095
2519,
601088,3964234.027
300011,82458.87097
2542,
2383,
2474,
300533,
2556,
2850,20346.54284
300145,93907.5746
300347,
300122,
600630,31525.46868
2489,69290.60615
2511,75597.96398
300107,5148.967406
2623,24735.07678
2480,18705.17167
300206,41043.67957
300039,
2465,
2577,
2970,
300162,
300031,
600604,
688011,
300747,
300383,
300792,
300485,
300154,23914.60027
688099,
300741,15184.83177
2487,11088.33762
300709,
300081,
300158,
300042,
2380,
300152,
688019,
2407,196508.324
2545,120853.1253
2481,127259.6648
300024,348893.9393
2400,
300371,
2566,
2441,
300140,
2557,247103.1268
2648,295870.9535
2540,15960.95714
2537,46808.28653
2559,25884.5005
300358,24857.87135
300195,137090.4964
300153,
2424,
600612,
300205,
2322,
300188,
600634,
2419,
1,
300187,
300713,
300583,
300059,
2541,50689.90984
300369,
300046,
300732,
300183,
300191,43546.90734
2521,9193.059771
688202,
300569,
300769,4859.861719
300194,
603871,
2362,
2294,
2570,62332.29881
300305,17915.06871
2392,41715.44062
601908,14524.11649
300118,
2315,
600621,
2887,
688196,4094.938717
300113,
2672,20233.47123
300115,
2513,29227.85148
300365,
688357,12421.45904
300130,209103.6526
300080,33403.4022
603489,
300223,
688025,
603236,
300043,
333,
603610,26039.87064
603579,31811.81207
2394,8938.156479
300306,
2393,
2431,
300102,
2416,
601258,
2573,
300291,
688111,
2582,47915.26292
2551,8569.86587
2309,
688016,35955.62889
688399,
300177,
2852,11248.24614
688363,
600619,54805.11586
2334,
300340,
600637,
300099,19904.04088
2496,16211.51143
300760,660282.9455
300066,
600611,
300155,
688369,
300134,
300367,
2437,
600601,
600652,
600622,
600645,
600620,
603833,18159.19973
300660,
688039,
688358,970.3630782
300800,
2397,12960.67986
2391,17470.71419
300164,17396.30685
603288,2559374.032
300167,
600640,
2482,
2614,156473.5014
600650,
600624,
2955,
688029,15631.81408
300204,
300251,
300033,
300105,
300144,
2493,502552.6656
2528,
300756,4005.740089
688020,
600618,29077.7861
300075,
603444,
300471,52703.47627
300616,41269.12425
300791,12695.14488
603217,13385.35092
2585,14096.87919
2601,142742.6905
600615,12559.15827
2317,
300125,
300182,
300360,
300166,
300613,
600617,
600661,
603858,
688023,
600633,
300751,17384.95102
688368,
603661,27263.17992
688168,
300157,8136.476357
300776,7675.375253
600616,14665.18031
300156,26415.39462
300078,
2410,
300002,
300190,
2310,
2353,119941.3578
300079,
2304,770190.608
300026,
300086,
300119,
600638,
300139,
688018,
300695,10341.31645
300257,27064.39803
300165,
300076,
300055,
300346,
688199,7819.403404
2563,79540.0184
300197,
300679,
600623,115859.4929
2415,
300133,
688188,
300070,
300159,25876.78765
600651,
600643,
900901,
300124,
600613,
300074,
2503,32446.74472
300215,
603156,186556.3482
688058,
600655,
2422,
300082,29995.34498
2572,80364.58853
300171,75036.65662
300077,
300050,
600628,
300628,
688366,
601558,39754.98766
300142,
600653,
700,39988.35191
600609,21066.89546
600654,
600602,
300146,108130.9501
811,49836.18898
2399,
600393,
